berita,tagging,judul_berita
"Kabar adanya permen dot yang terindikasi mengandung narkoba di Surabaya langsung diantisipasi jajaran Polsek Kota Banyuwangi.

Langkah pencegahan dilakukan dengan menggelar razia jajanan ringan di SDN Brawijaya. Hasilnya 4 karton permen keras Penguine Brand ditemukan di salah satu lapak pedagang.

Permen berbentuk serbuk yang dikemas dalam botol berbentuk dot bayi itu langsung diamankan ke Mapolsek Banyuwangi. Tiap karton berisi 20 dot permen. Total permen yang dibawa petugas berjumlah sekitar 80 biji.

Menurut Kapolsek Kota Banyuwangi, AKP Ali Masduki, pihaknya tengah menyelidiki jajanan ringan ini bersama Satnarkoba Polres Banyuwangi untuk memastikan apakah ada kandungan narkobanya.

Kita sedang upayakan uji laboratorium dengan melibatkan tim dari Satnarkoba. Apabila permen itu positif mengandung narkoba, maka proses hukum akan dilanjutkan ke tahap penyidikan. Apabila sebaliknya, semua barang pasti kita kembalikan kepada pemiliknya, beber Pama yang pernah menduduki jabatan KBO Satreskrim Polres Banyuwangi ini.

Selain mengamankan permen dot, aparat Polsek Banyuwangi juga memanggil Widiyanto (32), pedagang grosir permen dot. Pedagang yang mengaku tinggal di Perumahan Villa Bukit Mas Kelurahan/Kecamatan Giri ini dimintai keterangan terkait barang yang dia perdagangkan.

Permen dikirim dari Surabaya melalui paket, terang AKP. Ali Masduki. Langkah antisipasi yang dijalankan aparat ini untuk mencegah jatuhnya korban di kalangan pelajar yang mengkonsumsi permen impor dari China.

Sebelum merazia, pihaknya telah melakukan sosialisasi ke sejumlah sekolah SD yang masuk di wilayah Kecamatan Banyuwangi.

Razia kita gelar menyusul pemberitaan di media massa maupun media sosial yang kian gencar. Ternyata di wilayah Kota Banyuwangi ditemukan pedagang yang menjual barang seperti itu. Akhirnya kita amankan untuk diselidiki guna memastikan apakah permen berbetuk dot mengandung narkoba atau tidak. Jangan sampai warga resah tanpa kepastian, ungkapnya.

Kabar heboh permen Penguine Brand mengandung narkoba mengejutkan Widiyanto. Selama 10 tahun berdagang permen keras baru kali ini berurusan dengan aparat kepolisian. Ironisnya, kasus ini mencuat justru di saat animo permen dot lagi turun di pasaran.

Sekarang pasar lagi lesu. Barang yang dikirim dari Surabaya tiap 2 minggu sekali tidak cepat habis. Per botolnya ada yang dijual Rp 1000. Tapi terkadang ada juga yang menjualnya Rp 2000 perbotol. Setiap karton berisi 20 biji, aku pedagang asli Kampung Melayu, Banyuwangi ini.",Hoax,"Kabar adanya permen dot yang terindikasi mengandung narkoba di Surabaya langsung diantisipasi jajaran Polsek Kota Banyuwangi.

"
"TEMPO.CO, Jakarta - Balai Besar Pengawas Obat dan Makanan (BBPOM) Surabaya mengeluarkan laporan hasil uji laboratorium permen dot yang diduga mengandung narkoba. Permen dot itu disita Satuan Polisi Pamong Praja saat operasi gabungan, lalu diserahkan oleh Pemerintah Kota Surabaya untuk diteliti. Ternyata, hasil tes laboratorium menyatakan permen dot adalah negatif. ""Hasil ujinya negatif terhadap parameter yang kami uji,"" ujar pelaksana tugas Kepala BBPOM Surabaya, Retno Kurpaningsih, saat dihubungi Tempo, Kamis, 9 Maret 2017. Retno mengatakan sampel permen asal Cina produksi Xiamen Yang Wan Foodstuff itu lolos dari empat parameter narkoba. Salah satu contoh zat psikoaktif parameter tersebut ialah amphetamine, yang menyebabkan ketagihan. ""Negatif, tidak mengandung amphetamine."" Permen-permen yang diimpor PT Petrona Inti Chermindo di Jakarta Barat itu juga tak mengandung rhodamin. Bahkan, resmi terdaftar sebagai makanan luar dan memiliki label BPOM RI ML 224409003077. Meski begitu, Retno menolak menyimpulkan ada kemungkinan persaingan bisnis di balik tersiarnya kabar permen diduga mengandung narkoba. ""Itu bukan ranah saya,"" tuturnya Hasil tes laboratorium nantinya akan diserahkan ke Pemerintah Kota Surabaya. BPOM masih menunggu hasil uji laboratorium permen jenis lainnya yang diserahkan Pemkot Surabaya. Selain permen dot, ada pula permen jenis jelly stick dan permen berbentuk domba. Satpol PP Surabaya menyatakan tengah melakukan razia permen dot yang diduga mengandung zat adiktif dan meresahkan masyarakat karena menjadi viral. Atas perintah Wali Kota Tri Rismaharini, Satpol PP bekerja sama menyisir sekolah dasar dengan aparat Kepolisian Sektor (Polsek), puskesmas, hingga Koramil, sejak Senin, 6 Maret 2017. Dari operasi gabungan yang digelar tersebut, Satpol PP menyita 345 botol permen.",Valid,"TEMPO.CO, Jakarta - Balai Besar Pengawas Obat dan Makanan (BBPOM) Surabaya mengeluarkan laporan hasil uji laboratorium permen dot yang diduga mengandung narkoba."
"Badan Pengawas Obat dan Makanan (BPOM) telah melakukan uji sampel permen menyerupai dot diduga mengandung narkoba. Dari hasil uji laboratorium dilakukan BPOM, menunjukkan permen berbentuk dot tersebut negatif narkoba. ""Sampai dengan saat ini dari sekian indikator narkoba yang akan diuji sudah didapatkan hasil yang negatif untuk empat indikator narkoba,"" kata Kepala BPOM Penny Kusumastuti Lukito saat dihubungi merdeka.com Penny mengatakan, ada 19 parameter yang digunakan dalam meneliti sampel permen dot tersebut. dari 19 indikator, empat di antaranya menunjukkan permen narkoba negatif narkoba. ""Narkotika golongan satu, narkotika golongan tiga, psikotropika, ada 19 parameter yang akan diselesaikan,"" ujar Penny. Menurut Penny, untuk memastikan permen dot mengandung narkoba, pengujian hingga kini berlangsung dengan jenis indikator lainnya. Hasil uji laboratorium tersebut nantinya akan disampaikan ke Badan Narkotika Nasional (BNN). ""Berdasarkan empat parameter tersebut tidak mengandung narkoba,"" tegas Penny. Penny menambahkan, permen dot itu sendiri terdaftar di BPOM RI dengan kode ML 224409003077 dengan merek Penguin Brand; Permen Keras. Permen tersebut diimpor dari China.  ""Sudah terdaftar di Badan POM produk impor dari China,"" pungkasnya. Sebelumnya, beredar kabar adanya permen yang diduga mengandung narkoba beredar di Surabaya. Permen yang dikemas dengan kemasan warna warni itu ternyata banyak ditemukan di toko maupun pedagang asongan di sekolah-sekolah. Kabar tersebut menjadi viral di dunia maya. karena ramainya kabar itu Pemerintah Kota Surabaya pun langsung menggerakan Satpol PP, Linmas serta pihak kecamatan yang didampingi petugas Polri dan TNI untuk melakukan razia di beberapa lokasi.",Valid,Badan Pengawas Obat dan Makanan (BPOM) telah melakukan uji sampel permen menyerupai dot diduga mengandung narkoba.
"MALANGTIMES - Hampir sepekan keresahan warga atas beredarnya permen dot yang diduga mengandung narkoba di berbagai daerah, akhirnya menemukan titik terang.

Hasil uji di Balai Laboratorium Narkoba Badan Narkotika Nasional (BNN) melansir permen dot dengan merk Permen Keras yang merupakan makanan luar negeri yang diproduksi di China dengan nomor izin edar BPOM 224409003077, tidak ditemukan kandungan narkotika dan psikotropika seperti ramai diberitakan di media sosial selama sepekan ini.

""Negatif tidak ditemukan kandungan narkotika. Hal ini hasil uji resmi dan dilansir langsung oleh Humas BNN Pusat dengan surat klarifikasi nomor B/BK-1/III/2017/Humas tanggal 09 Maret 2017,"" terang Kepala BNN Kabupaten Malang, AKBP. I Made Arjana via telepon, Kamis (09/03) malam kepada MALANGTIMES.

Hasil uji Laboratorium hanya menemukan kandungan gula-gula dan bahan-bahan pangan lainnya berupa Dextrose Monihydrat, D-Sorbitol, Sucrose, D-manitol, Senyawa Palmitat, Kalsium dan Metil Stearat dan Beta Laktose.

Hasil uji Laboratorium Narkoba BNN Pusat dapat dikatakan sama dengan hasil dari Labfor. Cabang Surabaya, tetapi ada tambahan kandungan dalam permen dot yang diuji zat BHTsebagai anti oksidan.

""Hasil dua uji tersebut diharap membuat masyarakat tenang dan tidak resah lagi atas dugaan permen dot yang mengandung narkoba,"" ujar I Made yang melanjutkan bahwa permen tersebut aman untuk dikonsumsi.

Walaupun kasus permen dot sudah menemukan titik terang, BNN Kabupaten Malang tetap mengimbau kepada masyarakat agar waspada terhadap berbagai modus peredaran gelap narkoba yang semakin beragam. 

""Modus peredaran narkoba memang semakin canggih, bahkan beberapa kasus jenis makanan sering dijadikan modus oleh para sindikat narkotika,"" ungkapnya. 

Dia juga menambahkan, namun biasanya produk-produk tersebut dijual secara illegal dan dengan harga yang tentunya berbeda dari harga pasar seperti kasus ramainya permen dot yang dijual dengan harga yang terjangkau anak-anak.

BNN juga meminta para orang tua untuk selalu mengawasi pergaulan putra putrinya. Begitu juga dengan pihak terkait lain, seperti sekolah, lingkungan RT, lingkungan RW, hingga tokoh agama, tokoh masyarakat, tokoh adat, tokoh pemuda untuk dapat turut membantu mengawasi lingkungan sekitar, agar terhindar dari bahaya penyalahgunaan narkoba.

""Wajib bersatu berantas narkoba,"" tegas I Made yang juga memberikan imbauan atas adanya kasus permen dot ini agar anak-anak sekolah membawa makanan dan minuman sendiri dari rumahnya masing-masing.",Valid,"MALANGTIMES - Hampir sepekan keresahan warga atas beredarnya permen dot yang diduga mengandung narkoba di berbagai daerah, akhirnya menemukan titik terang.

"
"Beredarnya permen dot di lingkungan sekolah yang diduga mengandung narkoba langsung disikapi oleh Pemkot Surabaya dengan melakukan razia oleh petugas kelurahan, kecamatan, dan Satpol PP. Seluruh perangkatÂ dikerahkan untuk melakukan operasi mengamankan permen yang sangat disukai pelajar tersebut.

Hasilnya, pertugas menyita permen dot yang berbentuk botol tersebut di beberapa sekolah diantaranya wilayah Lidah Kulon, Sukolilo dan Jemur Gayungan. Hasil temuan tersebut sementara masih diamankan dan disita sebagai langkat tindakan antisipasi sambil menunggu hasil uji laboratorium untuk mengetahui kandungan narkoba.

Jadi begini, razia ini dilakukan sebagai langkah antisipasi karena permen dot diduga mengandung narkoba. Sementara ini kita sita barangnya. Seluruh petugas di kematan dan kelurahan di semua wilayah melakukan tindakan pengamanan, kata Kasatpol PP Surabaya, Irvan Widyanto ketika dihubungi LIcom, Selasa (07/03/2017).
 
Saat ini, pihaknya masih menunggu hasil uji laboratoium untuk mengetahui kandungan narkoba yang ada di dalam permen tersebut. Karena itu pihaknya belum bisa mengambil keputusan apakan barang sitaan tersebut akan dimusnahkan atau dikembalikan.

Sementara ini kita masih menunggu hasil uji lab dari Dinkes dan BNN. Kita akan kasih tau hasilnya nanti, kata mantan Camat Rungkut ini. Sebelumnya, beredar kabar di media sosial dan pengguna WhatsApp (WA) bahwa telah beredar permen narkoba yang dijual di lingkungan sekolah dasar di Surabaya.

Dalam pesan yang tersebar luas itu, pihak Kesejahteraan Rakyat (Kesra) Kecamatan dan Kelurahan, Trantibbang dan Personil Satpol PP Sukolilo Surabaya, melakukan aktivitas pemantauan terkait permen ini. Dalam gambar yang beredar, permen bermerk Permen Keras tersebut memiliki izin edar ML 224409003077 (Makanan Luar negeri yang diproduksi Xiamen Yang Wan Foodstuff, China). Selain itu, untuk merek dagan9 tertera Penguin Brand dengan warna hijau, permen ini masuk ke Surabaya dari Jakarta",Valid,"Beredarnya permen dot di lingkungan sekolah yang diduga mengandung narkoba langsung disikapi oleh Pemkot Surabaya dengan melakukan razia oleh petugas kelurahan, kecamatan, dan Satpol PP. Seluruh perangkatÂ dikerahkan untuk melakukan operasi mengamankan permen yang sangat disukai pelajar tersebut.

"
"Keresahan masyarakat terkait beredarnya permen dot yang diduga mengandung zat kimia berbahaya, akhirnya terjawab.

Setelah melakukan uji laboratorium, Badan Narkotika Nasional (BNN) Provinsi Jawa Timur memastikan permen dot aman dikonsumsi.

Uji laboratorium dilakukan oleh BNNP Jatim terhadap contoh permen dot yang selama ini meresahkan masyarakat, karena diduga mengandung zat kimia berbahaya ataupun narkoba.

Hasil uji laboratorium menunjukkan permen dot tidak mengandung narkotika ataupun psikotropika, sehingga layak dikonsumsi.

Namun, jika dikonsumsi dalam jangka lama, permen ini akan berpotensi mengakibatkan penyakit kanker. Hal itu karena permen dot mengandung zat pewarna dan pengawet kimia.

Informasi lengkapnya, termasuk penjelasan BNNP Jatim, simak dalam tayangan video di atas.",Valid,"Keresahan masyarakat terkait beredarnya permen dot yang diduga mengandung zat kimia berbahaya, akhirnya terjawab.

"
"Aparat kepolisian Polda Lampung  tengah melakukan penyelidikan dan mengantisipasi masuknya narkoba jenis baru adanya permen berbentuk dot yang diduga mengandung zat adiktif narkoba. Narkoba jenis baru itu belakangan ini beredar di media sosial (daring) dan diberitakan di beberapa media di Pulau Jawa.

Kapolda Lampung, Irjen Pol Sudjarno mengatakan, beredarnya informasi adanya temuan makanan anak-anak berupa permen berbentuk dot diduga mengandung narkoba, yang akhir-akhir ini beredar ditemukan di Pulau Jawa. Meski belum adanya temukan barang berbahaya tersebut masuk di wilayah Lampung, namun menjadi perhatian khusus Polda Lampung untuk dilakukan penyelidikan.
 
Saya sudah perintahkan Direktur Narkoba, Kapolres dan Jajarannya segera melakukan penyelidikan. Apakah ada permen bentuk dot yang diduga mengandung narkoba itu beredar di Lampung,ujarnya saat pemusnahan barang bukti di Mapolresta Bandarlampung, Kamis (9/3/2017).

Dikatakannya, petugas masih menelusuri terhadap barang berupa permen bentuk dot, yang disinyalir mengandung narkoba tersebut. Namun hingga saat ini, pihaknya belum mendapat informasi adanya temuan barang tersebut beredar di Lampung. Kalau sebelumnya, narkoba jenis baru yang berhasil diungkap adalah tembakau gorila,ungkapnya.

Menurutnya, sampai saat ini, belum ada laporan atau temuan mengenai permen bentuk dot yang disinyalir mengandung narkoba tersebut beredar juga di Lampung. Sebagai antisipasi, pihaknya akan melakukan pemeriksaan di jalur-jalur tertentu. Seperti di pintu masuk Pelabuhan, lalu di Bandara, Stasiun, Terminal serta jalur-jalur alternatif lainnya.

Dengan adanya temuan permen dot yang disinyalir mengandung narkoba di Pulau Jawa, saat ini BNN pusat masih melakukan pemeriksaan secara ilmiah di Laboratorium,jelasnya.

Beredarnya informasi adanya narkoba jenis baru bentuk permen dot, Badan Narkotika Nasional (BNN) memberikan himbauan yang tertuang dalam surat B/HB-01/III/2017/Humas tertanggal 8 Maret 2017.

BNN menghimbau, masyarakat untuk selalu waspada terhadap segala macam bentuk narkoba agar tidak mengkonsumsi makanan, minuman, ataupun jenis obat-obatan yang tidak memiliki izin edar.
 
Untuk membuktikan adanya temuan permen dot diduga mengandung narkoba, saat ini BNN sedang melakukan pemeriksaan sampel permen tersebut secara ilmiah di Balai Laboratorium Narkoba BNN.

Diketahui beredarnya permen bentuk dot yang diimpor dari negara Tiongkok, menjadi viral di media sosial (daring) akhir-akhir ini di Pulau Jawa karena disinyalir mengandung narkoba. Permen dot yang terindikasi mengandung zat adiktif narkoba, sudah lama dijual di sejumlah sekolah di Kota Surabaya.

Permen tersebut memang dikemas berbeda, untuk menarik pembelinya seperti permen kebanyakan lainnya.
Bentuk dari permen tersebut, adalah bubuk berwarna merah muda dan dibungkus dengan kertas putih. Lalu pada bagian luar pack-nya, terdapat tulisan permen keras dan bungkusan bubuknya dimasukkan ke dalam botol yang ditutup dengan bentuk dot.

Cara mengkonsumsinya pun, bubuk itu haruslah dicampur dengan air. Jika sudah tercampur air, bubuk tersebut akan mengental dan jadi seperti permen. Baru setelah itu dikonsumsi, dan rasanya manis campur masam (kecut). Permen dot tersebut cukup diminati, lantaran harganya murah dan bentuknya juga menarik anak-anak untuk membelinya.

Terkuaknya permen dot diduga mengandung narkoba tersebut, bermula dari adanya permen warna-warni yang menarik calon pembeli di Kota Surabaya dan sekitarnya. Lalu yang membuat petugas curiga, karena dalam kemasan permen dot tersebut tidak dicantumkan lebel dari Kementerian Kesehatan. Selain itu juga, dibungkusnya ada tulisan permen keras. Padahal permen itu, diimpor dari luar negeri",Valid,Aparat kepolisian Polda Lampung tengah melakukan penyelidikan dan mengantisipasi masuk nya narkoba jenis baru adanya permen berbentuk dot yang diduga mengandung zat adiktif narkoba .
"Kepala Badan Narkotika Provinsi (BNNP) Jawa Timur Brigjen Pol Fatkhur Rahman mengimbau masyarakat agar tidak mencemaskan lagi peredaran permen dot yang diduga mengandung narkoba. Ditemui usai acara Dies Natalis Universitas Narotama ke-36 di Surabaya, Kamis (9/3), Fatkhur memandang perlu menyampaikan hal itu karena Balai Laboratorium Narkoba Badan Narkotika Nasional (BNN) pusat dan Badan Pengawas Obat dan Makanan (BPOM) pusat telah menyatakan tidak menemukan kandungan zat narkotika dalam permen tersebut. ""Hasil uji lab ini sudah valid, bahwa permen dot yang sempat menghebohkan Surabaya ini tidak mengandung narkoba. Jadi, masyarakat jangan terlalu cemas dengan isu permen dot yang mengandung narkoba,"" katanya. Meski tidak mengandung narkoba, Fatkhur tetap mengimbau agar para orang tua mengawasi jajanan yang dibeli anak-anak. Dia mengatakan, para orang tua harus mewaspadai kandungan pewarna yang sangat mencolok dalam permen dot. Menurutnya, alangkah baiknya para orang tua membawakan bekal dari rumah bagi putra putrinya. Fatkhur menambahkan, hasil lab dari BNN dan BPOM pusat bisa dipertanggungjawabkan kebenarannya. Namun sekali lagi pihaknya mengharap agar para orang tua yang memiliki putra putri agar dapat mengontrol jajanan anak-anak, terlebih pada zat pewarna makanan. ""Meski tidak mengandung narkoba, orang tua harus waspada dengan kandungan zat pewarna pada permen dot maupun jajanan anak-anak,"" ujar Fatkhur. Ditanya perihal hasil uji lab yang dilakukan Pusat Laboratorium Forensik (Puslabfor) Mabes Polri cabang Surabaya di Polda Jatim, ia mengaku belum ada hasil dari uji lab Puslabfor. Namun, pihaknya mengaku hasil uji lab dari BNN dan BPOM pusat sudah cukup dan mewakili. ""Hasil lab dari BNN dan BPOM pusat saja sudah cukup valid dan bisa menjadi patokan bahwa permen dot ini tidak mengandung narkoba,"" ucapnya.",Valid,Kepala Badan Narkotika Provinsi (BNNP) Jawa Timur Brigjen Pol Fatkhur Rahman mengimbau masyarakat agar tidak mencemaskan lagi peredaran permen dot yang diduga mengandung narkoba.
"Pemerintah Kota Surabaya melakukan klarifikasi terkait hasil uji laboratorium terhadap permen dot yang dinyatakan tidak mengandung narkotika dan zat berbahaya lainnya. Pemkot mengklaim tidak pernah menyebut permen dot mengandung narkoba. Pemkot menyebut razia makanan dan minuman digelar rutin setiap bulan untuk melindungi warga Surabaya dari zat berbahaya.

Kepala Dinas Kesehatan Kota Surabaya, Febria Rachmanita mengatakan, Pemkot Surabaya melakukan pengawasan makanan dan minuman yang beredar di sekolah, pedagang kaki lima (PKL), pasar maupun supermarket. Pengecekan dan pengawasan dilakukan secara rutin setiap bulan.

Razia permen dot yang dijual di sekitar sekolah dinilai salah satu kegiatan rutin. Selain permen, pemkot juga melakukan pengawasan terhadap makanan lain. Kami sudah punya SOP, baik pengaduan atau tidak, kewajiban Pemkot melakukan pengawasan makanan dan minuman. Sebulan sekali kami turun ke lapangan, Februari kemarin sekitar 200 lokasi, kata Kadinkes dalam konferensi pers di Kantor Bagian Humas Pemkot Surabaya, Selasa (14/3).  

Dokter gigi yang akrab disapa Feni tersebut menjelaskan, saat mengambil sampel tidak hanya satu lokasi, melainkan diambil secara acak di beberapa lokasi. Selain itu, terdapat beberapa jenis makanan yang diambil sampel untuk diperiksakan ke BBPOM.

Karenanya, ia heran dengan pemberitaan mengenai razia permen dot yang dinilai terlalu berlebihan. Pemkot tidak pernah mengatakan itu (permen dot) mengandung narkoba. Tapi tugas Pemkot untuk mengantisipasi makanan yang beredar di SD, pasar, PKL dan supermarket. Kalau curiga ada makanan yang mengandung zat berbahaya dan narkoba itu kewajiban, jelas Feni. (Importir Permen Dot Somasi Pemkot Surabaya).

Kepala Satuan Polisi Pamong Praja (Satpol PP) Kota Surabaya, Irvan Widyanto mengatakan, permen dot yang dirazia pekan lalu tersebut telah dikembalikan kepada para pedagang. Pengembalian barang dilakukan setelah hasil uji laboratorium BPOM menyatakan negatif dari narkotika dan zat berbahaya lainnya.

Kepala Bagian Humas Pemkot Surabaya, Muhammad Fikser menegaskan razia dan pengawasan terhadap makanan dan minuman tidak berniat untuk menjatuhkan produk tertentu. Sebab, razia dan pengawasan dilakukan terhadap berbagai jenis makanan dan minuman. Selain operasi produk makanan dan minuman, operasi juga menyasar kepada pedagang dan kebersihan.

Ini bukan  yang pertama. Kami tidak ingin menjatuhkan suatu produk tertentu. Kami hanya mematuhi aturan. Pemkot tidak ada niat kesana, hanya melindungi anak-anak dan masyarakat agar makanan yang dikonsumsi benar-benar aman, imbuh Fikser.

Klarifikasi ini muncul setelah importir permen dot, PT Petrona Inti Chemindo mensomasi Pemerintah Kota Surabaya untuk segera meminta maaf sekaligus merehabilitasi nama baiknya. Ini berkaitan dengan tindakan Satpol PP yang melakukan razia permen dot yang diduga mengandung narkoba.

""Jika dalam kurun waktu 14 hari dari sekarang Pemkot tidak mempunyai etikat baik, maka kami telah menyiapkan langkah hukum berikutnya,"" kata kuasa hukum importir permen dot Prihadi Saputra saat menggelar jumpa pers di Surabaya, Senin (13/3).

Selain itu, kata dia, pihaknya menuntut untuk dilakukan pemulihan nama baik melalui media. Ia mengatakan, produk yang diimpor oleh kliennya ini aman karena sudah dilakukan dua tahap pengujian oleh Badan Pengawas Obat dan Makanan (BPOM). Pengujian pertama, permen telah lolos uji empat taraf parameter.

Pada pengujian kedua, lanjut dia, permen telah lolos uji 16 taraf parameter. Untuk itu, ia berharap masyarakat tidak khawatir dengan permen dot ini.",Valid,Pemerintah Kota Surabaya melakukan klarifikasi terkait hasil uji laboratorium terhadap permen dot yang dinyatakan tidak mengandung narkotika dan zat berbahaya lainnya.
"JAKARTA, Badan Narkotika Nasional (BNN) telah mengeluarkan hasil uji sampel permen dot. Sebelumnya, jajanan yang dijual seharga Rp 1000 itu diduga mengandung narkoba. Bahkan, sejak pertama heboh di daerah Surabaya, Jawa Timur, membuat banyak orang tua resah. Tak hanya itu, permen tersebut pun viral di media sosial karena dituding mengandung narkoba. Setelah dilakukan pengujian di Balai Laboratorium Narkoba BNN disimpulkan bahwa sampel permen tersebut negatif tidak mengandung narkotika ataupun bahan psikoaktif lainnya, ujar Kepala Bagian Humas BNN, Kombes Slamet Pribadi, Kamis (9/3/2017). Dikatakan Slamet, beberapa kasus jenis makanan sering dijadikan modus oleh para sindikat narkotika. Namun biasanya produk-produk tersebut dijual secara ilegal dan dengan harga yang tentunya berbeda dari harga pasar. BNN menghimbau kepada masyarakat agar tetap waspada terhadap berbagai modus peredaran gelap Narkoba yang semakin beragam, sambungnya. Slamet menambahkan, BNN juga meminta para orangtua untuk selalu mengawasi pergaulan putra putrinya. Begitu juga dengan pihak terkait lain, seperti sekolah, lingkungan RT, lingkungan RW, hingga tokoh agama, tokoh masyarakat, tokoh adat, tokoh pemuda untuk dapat turut membantu mengawasi lingkungan sekitar, agar terhindar dari bahaya penyalahgunaan Narkoba.",Valid,"JAKARTA, Badan Narkotika Nasional (BNN) telah mengeluarkan hasil uji sampel permen dot."
"Game Pokemon Go yang sedang mewabah telah menarik begitu besar animo masyarakat dunia.
Melandanya demam game tersebut juga telah sempat terganggu dengan kabar-kabar negatif tentang game tersebut.
Di media sosial beredar link yang menyebutkan jika Pokemon memiliki arti yang negatif dan menyudutkan salah satu agama.
Tapi apakah hal itu benar?
Ini penjelasannya.
Banyak beredar di media sosial bahwa Pokemon sebenarnya dalam bahasa Syriac atau bahasa Suryani mempunyai arti ""Aku Yahudi"".
Sementara Pikachu disebutkan berarti ""Jadilah Yahudi"", dan Charmander bermakna ""Tuhan itu Lemah"".
Rumor itu tentu menjadi perdebatan sengit di media sosial.
Banyak yang meyakini dan membagikan rumor itu, banyak pula yang menganggap itu hanyalah hal yang dikait-kaitkan.
Dilansir dari Los Angeles Times edisi 24 April 2001, negara-negara yang terletak di wilayah Timur Tengah memang pernah mempermasalahkan hal tersebut.
Dalam berita LA Times, disebutkan bahwa saat itu di negara-negara Timur Tengah seperti Oman, Qatar, Dubai, Yordania, Mesir, dan Arab Saudi banyak beredar rumor bahwa game Pokemon mempunyai konotasi yang mempromosikan perilaku anti Islam dan meyakini Yahudi.
Hal itu tentu menimbulkan keresahan tersendiri.
LA Times mencatat bahwa meskipun hal itu dibantah oleh Nintendo, tapi para pemimpin negara-negara itu masih tak bisa menerima Pokemon.
Rumor itu muncul di tengah kekhawatiran negara-negara Arab akan asimilasi budaya yang muncul.
Meski begitu, banyak rumor yang tak terbukti saat itu.
Mohammed Abu Laila, profesor dari Al Azhar University menyebut jika hingga saat itu tak ada bukti kuat yang membenarkan rumor tersebut.
Ia mengatakan jika dirinya bahkan telah menanyakan langsung kepada pihak yang mempopulerkan Pokemon.
Pokemon sebenarnya hanyalah singkatan dari Pocket Monster atau monster saku.
Dinamakan Pocket Monster karena pokemon ini memiliki bisa dimasukkan dalam Pocket Ball yang bisa dimasukkan dalam saku.
Sementara itu Pikachu merupakan gabungan dari kata Pika dan Chu.
Pika merupakan nama binatang yang masih satu rumpun dengan kelinci, sedangkan Chu dalam bahasa Jepang artinya mencicit.
Sehingga penamaan Pokemon dan Pikachu sebenarnya tidak ada hubungan sama sekali dengan agama.
Apalagi untuk menyudutkan agama tertentu.",Valid,"Game Pokemon Go yang sedang mewabah telah menarik begitu besar animo masyarakat dunia.
"
"Pokemon berarti ""aku yahudi"". Demikian broadcast yang beredar di WhatsApp dan media sosial, seiring dengan hebohnya game Pokemon Go. Menurut broadcast itu, pokemon berasal dari bahasa Syriac atau bahasa Suryani yang berarti ""Aku Yahudi"". Sedangkan Pikachu disebutkan artinya adalah ""jadilah yahudi"". Sebenarnya, polemik tentang arti Pokemon telah mencuat sejak tahun 2001, ketika ulama Arab Saudi mengharamkan Pokemon karena dinilai mengkampanyekan teori evolusi dan dianggap propaganda Yahudi untuk menjauhkan anak-anak muslim dari agamanya. Segera setelah itu, komik dan mainan Pokemon diturunkan rak-rak toko dan pesanan dibatalkan. Fatwa haram Pokemon juga dikeluarkan para ulama di Qatar, Dubai, Jordania dan Mesir. Mohammed Abu Laila, salah seorang profesor dari Universitas Al Azhar Mesir, tidak menemukan bukti bahwa Pokemon berasal dari bahsa Suryani dan artinya ""aku yahudi"". Pun tidak ada bukti valid bahwa pikachu berarti ""jadilah yahudi."" Namun, ia sependapat bahwa game Pokemon menyebarkan ide-ide atheis dan menjauhkan dari Allah. 
""Dari sudut pandang orang tua, game ini membuat anak-anak jauh dari Allah, dan menyebarkan ide-ide atheis,"" katanya seperti dikutip Los Angeles Times pada 24 April 2001 lalu.",Valid,"Pokemon berarti ""aku yahudi""."
